Algoritmo,Tamanho do número,Tempo para gerar
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Xorshift,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
Park-Miller,2048 bits,0 ms
